[2026-04-07 14:52:17 +0000] [7] [INFO] Starting gunicorn 23.0.0
[2026-04-07 14:52:17 +0000] [7] [INFO] Listening at: http://0.0.0.0:9000 (7)
[2026-04-07 14:52:17 +0000] [7] [INFO] Using worker: gthread
[2026-04-07 14:52:17 +0000] [8] [INFO] Booting worker with pid: 8
127.0.0.1 - - [07/Apr/2026:14:53:08 +0000] "GET /storage/v1/b/test-bucket/o/StreamingWritesFailureTestf47n9%2Ffoo1?alt=json&prettyPrint=false&projection=full HTTP/1.1" 404 195 "-" "gcsfuse/0.0.0 (Go version go1.26.1) (GPN:gcsfuse) (Cfg:0:0:0:1:0:0) (mount-id:test-bucket-f53cb28f)"
127.0.0.1 - - [07/Apr/2026:14:53:08 +0000] "POST /upload/storage/v1/b/test-bucket/o?alt=json&ifGenerationMatch=0&name=StreamingWritesFailureTestf47n9%2Ffoo1&prettyPrint=false&projection=full&uploadType=resumable HTTP/1.1" 200 0 "-" "gcsfuse/0.0.0 (Go version go1.26.1) (GPN:gcsfuse) (Cfg:0:0:0:1:0:0) (mount-id:test-bucket-f53cb28f)"
127.0.0.1 - - [07/Apr/2026:14:53:08 +0000] "POST /upload/storage/v1/b/test-bucket/o?uploadType=resumable&upload_id=30cead7837b2b7f23711e372e96fc21b33d4d79661ac8bfece77a0340163eeea HTTP/1.1" 200 0 "-" "gcsfuse/0.0.0 (Go version go1.26.1) (GPN:gcsfuse) (Cfg:0:0:0:1:0:0) (mount-id:test-bucket-f53cb28f)"
127.0.0.1 - - [07/Apr/2026:14:53:08 +0000] "POST /upload/storage/v1/b/test-bucket/o?uploadType=resumable&upload_id=30cead7837b2b7f23711e372e96fc21b33d4d79661ac8bfece77a0340163eeea HTTP/1.1" 200 0 "-" "gcsfuse/0.0.0 (Go version go1.26.1) (GPN:gcsfuse) (Cfg:0:0:0:1:0:0) (mount-id:test-bucket-f53cb28f)"
127.0.0.1 - - [07/Apr/2026:14:53:08 +0000] "POST /upload/storage/v1/b/test-bucket/o?uploadType=resumable&upload_id=30cead7837b2b7f23711e372e96fc21b33d4d79661ac8bfece77a0340163eeea HTTP/1.1" 200 0 "-" "gcsfuse/0.0.0 (Go version go1.26.1) (GPN:gcsfuse) (Cfg:0:0:0:1:0:0) (mount-id:test-bucket-f53cb28f)"
127.0.0.1 - - [07/Apr/2026:14:53:08 +0000] "POST /upload/storage/v1/b/test-bucket/o?uploadType=resumable&upload_id=30cead7837b2b7f23711e372e96fc21b33d4d79661ac8bfece77a0340163eeea HTTP/1.1" 200 0 "-" "gcsfuse/0.0.0 (Go version go1.26.1) (GPN:gcsfuse) (Cfg:0:0:0:1:0:0) (mount-id:test-bucket-f53cb28f)"
127.0.0.1 - - [07/Apr/2026:14:53:08 +0000] "POST /upload/storage/v1/b/test-bucket/o?uploadType=resumable&upload_id=30cead7837b2b7f23711e372e96fc21b33d4d79661ac8bfece77a0340163eeea HTTP/1.1" 200 0 "-" "gcsfuse/0.0.0 (Go version go1.26.1) (GPN:gcsfuse) (Cfg:0:0:0:1:0:0) (mount-id:test-bucket-f53cb28f)"
127.0.0.1 - - [07/Apr/2026:14:53:08 +0000] "POST /upload/storage/v1/b/test-bucket/o?uploadType=resumable&upload_id=30cead7837b2b7f23711e372e96fc21b33d4d79661ac8bfece77a0340163eeea HTTP/1.1" 200 2388 "-" "gcsfuse/0.0.0 (Go version go1.26.1) (GPN:gcsfuse) (Cfg:0:0:0:1:0:0) (mount-id:test-bucket-f53cb28f)"
127.0.0.1 - - [07/Apr/2026:14:53:08 +0000] "GET /test-bucket/StreamingWritesFailureTestf47n9%2Ffoo1 HTTP/1.1" 200 5242880 "-" "Go-http-client/1.1"
127.0.0.1 - - [07/Apr/2026:14:53:11 +0000] "GET /storage/v1/b/test-bucket/o/StreamingWritesFailureTestk3yh5?alt=json&prettyPrint=false&projection=full HTTP/1.1" 404 190 "-" "gcsfuse/0.0.0 (Go version go1.26.1) (GPN:gcsfuse) (Cfg:0:0:0:1:0:0) (mount-id:test-bucket-784e192d)"
127.0.0.1 - - [07/Apr/2026:14:53:11 +0000] "GET /storage/v1/b/test-bucket/o/StreamingWritesFailureTestk3yh5%2F?alt=json&prettyPrint=false&projection=full HTTP/1.1" 404 191 "-" "gcsfuse/0.0.0 (Go version go1.26.1) (GPN:gcsfuse) (Cfg:0:0:0:1:0:0) (mount-id:test-bucket-784e192d)"
127.0.0.1 - - [07/Apr/2026:14:53:11 +0000] "POST /upload/storage/v1/b/test-bucket/o?alt=json&ifGenerationMatch=0&name=StreamingWritesFailureTestk3yh5%2F&prettyPrint=false&projection=full&uploadType=multipart HTTP/1.1" 200 2208 "-" "gcsfuse/0.0.0 (Go version go1.26.1) (GPN:gcsfuse) (Cfg:0:0:0:1:0:0) (mount-id:test-bucket-784e192d)"
127.0.0.1 - - [07/Apr/2026:14:53:11 +0000] "GET /storage/v1/b/test-bucket/o?alt=json&delimiter=%2F&endOffset=&fields=nextPageToken%2Cprefixes%2Citems%28updated%2Cmetadata%2CcontentEncoding%2Ccrc32c%2Cname%2Csize%2Cgeneration%2Cmetageneration%29&includeFoldersAsPrefixes=false&includeTrailingDelimiter=true&matchGlob=&maxResults=5000&pageToken=&prefix=StreamingWritesFailureTestk3yh5%2F&prettyPrint=false&projection=noAcl&startOffset=&versions=false HTTP/1.1" 200 321 "-" "gcsfuse/0.0.0 (Go version go1.26.1) (GPN:gcsfuse) (Cfg:0:0:0:1:0:0) (mount-id:test-bucket-784e192d)"
127.0.0.1 - - [07/Apr/2026:14:53:11 +0000] "GET /storage/v1/b/test-bucket/o/StreamingWritesFailureTestk3yh5%2Ffoo1?alt=json&prettyPrint=false&projection=full HTTP/1.1" 404 195 "-" "gcsfuse/0.0.0 (Go version go1.26.1) (GPN:gcsfuse) (Cfg:0:0:0:1:0:0) (mount-id:test-bucket-784e192d)"
127.0.0.1 - - [07/Apr/2026:14:53:11 +0000] "GET /storage/v1/b/test-bucket/o/StreamingWritesFailureTestk3yh5%2Ffoo1%2F?alt=json&prettyPrint=false&projection=full HTTP/1.1" 404 196 "-" "gcsfuse/0.0.0 (Go version go1.26.1) (GPN:gcsfuse) (Cfg:0:0:0:1:0:0) (mount-id:test-bucket-784e192d)"
127.0.0.1 - - [07/Apr/2026:14:53:11 +0000] "GET /storage/v1/b/test-bucket/o/StreamingWritesFailureTestk3yh5%2Ffoo1?alt=json&prettyPrint=false&projection=full HTTP/1.1" 404 195 "-" "google-api-go-client/0.5"
127.0.0.1 - - [07/Apr/2026:14:53:11 +0000] "POST /upload/storage/v1/b/test-bucket/o?alt=json&ifGenerationMatch=0&name=StreamingWritesFailureTestk3yh5%2Ffoo1&prettyPrint=false&projection=full&uploadType=resumable HTTP/1.1" 200 0 "-" "gcsfuse/0.0.0 (Go version go1.26.1) (GPN:gcsfuse) (Cfg:0:0:0:1:0:0) (mount-id:test-bucket-784e192d)"
127.0.0.1 - - [07/Apr/2026:14:53:11 +0000] "POST /upload/storage/v1/b/test-bucket/o?uploadType=resumable&upload_id=c07a6c59280e4aa0e0c69d24743ca623b70637c8760ae41ee3d70c2040f2141e HTTP/1.1" 200 0 "-" "gcsfuse/0.0.0 (Go version go1.26.1) (GPN:gcsfuse) (Cfg:0:0:0:1:0:0) (mount-id:test-bucket-784e192d)"
127.0.0.1 - - [07/Apr/2026:14:53:11 +0000] "POST /retry_test HTTP/1.1" 200 143 "-" "Go-http-client/1.1"
127.0.0.1 - - [07/Apr/2026:14:53:11 +0000] "POST /upload/storage/v1/b/test-bucket/o?uploadType=resumable&upload_id=c07a6c59280e4aa0e0c69d24743ca623b70637c8760ae41ee3d70c2040f2141e HTTP/1.1" 412 84 "-" "gcsfuse/0.0.0 (Go version go1.26.1) (GPN:gcsfuse) (Cfg:0:0:0:1:0:0) (mount-id:test-bucket-784e192d)"
127.0.0.1 - - [07/Apr/2026:14:53:11 +0000] "GET /storage/v1/b/test-bucket/o/StreamingWritesFailureTestk3yh5%2Ffoo1?alt=json&prettyPrint=false&projection=full HTTP/1.1" 404 195 "-" "google-api-go-client/0.5"
127.0.0.1 - - [07/Apr/2026:14:53:11 +0000] "POST /upload/storage/v1/b/test-bucket/o?alt=json&ifGenerationMatch=0&name=StreamingWritesFailureTestk3yh5%2Ffoo1&prettyPrint=false&projection=full&uploadType=resumable HTTP/1.1" 200 0 "-" "gcsfuse/0.0.0 (Go version go1.26.1) (GPN:gcsfuse) (Cfg:0:0:0:1:0:0) (mount-id:test-bucket-784e192d)"
127.0.0.1 - - [07/Apr/2026:14:53:11 +0000] "POST /upload/storage/v1/b/test-bucket/o?uploadType=resumable&upload_id=335887851cd3bf4786d145c0d0295746c83464b9dda9163b4d0bc869632bb558 HTTP/1.1" 200 0 "-" "gcsfuse/0.0.0 (Go version go1.26.1) (GPN:gcsfuse) (Cfg:0:0:0:1:0:0) (mount-id:test-bucket-784e192d)"
127.0.0.1 - - [07/Apr/2026:14:53:11 +0000] "POST /upload/storage/v1/b/test-bucket/o?uploadType=resumable&upload_id=335887851cd3bf4786d145c0d0295746c83464b9dda9163b4d0bc869632bb558 HTTP/1.1" 200 0 "-" "gcsfuse/0.0.0 (Go version go1.26.1) (GPN:gcsfuse) (Cfg:0:0:0:1:0:0) (mount-id:test-bucket-784e192d)"
127.0.0.1 - - [07/Apr/2026:14:53:11 +0000] "POST /upload/storage/v1/b/test-bucket/o?uploadType=resumable&upload_id=335887851cd3bf4786d145c0d0295746c83464b9dda9163b4d0bc869632bb558 HTTP/1.1" 200 0 "-" "gcsfuse/0.0.0 (Go version go1.26.1) (GPN:gcsfuse) (Cfg:0:0:0:1:0:0) (mount-id:test-bucket-784e192d)"
127.0.0.1 - - [07/Apr/2026:14:53:11 +0000] "POST /upload/storage/v1/b/test-bucket/o?uploadType=resumable&upload_id=335887851cd3bf4786d145c0d0295746c83464b9dda9163b4d0bc869632bb558 HTTP/1.1" 200 0 "-" "gcsfuse/0.0.0 (Go version go1.26.1) (GPN:gcsfuse) (Cfg:0:0:0:1:0:0) (mount-id:test-bucket-784e192d)"
127.0.0.1 - - [07/Apr/2026:14:53:11 +0000] "POST /upload/storage/v1/b/test-bucket/o?uploadType=resumable&upload_id=335887851cd3bf4786d145c0d0295746c83464b9dda9163b4d0bc869632bb558 HTTP/1.1" 200 0 "-" "gcsfuse/0.0.0 (Go version go1.26.1) (GPN:gcsfuse) (Cfg:0:0:0:1:0:0) (mount-id:test-bucket-784e192d)"
127.0.0.1 - - [07/Apr/2026:14:53:11 +0000] "POST /upload/storage/v1/b/test-bucket/o?uploadType=resumable&upload_id=335887851cd3bf4786d145c0d0295746c83464b9dda9163b4d0bc869632bb558 HTTP/1.1" 200 2388 "-" "gcsfuse/0.0.0 (Go version go1.26.1) (GPN:gcsfuse) (Cfg:0:0:0:1:0:0) (mount-id:test-bucket-784e192d)"
127.0.0.1 - - [07/Apr/2026:14:53:11 +0000] "GET /test-bucket/StreamingWritesFailureTestk3yh5%2Ffoo1 HTTP/1.1" 200 5242880 "-" "Go-http-client/1.1"
127.0.0.1 - - [07/Apr/2026:14:53:14 +0000] "GET /storage/v1/b/test-bucket/o/StreamingWritesFailureTestbajly?alt=json&prettyPrint=false&projection=full HTTP/1.1" 404 190 "-" "gcsfuse/0.0.0 (Go version go1.26.1) (GPN:gcsfuse) (Cfg:0:0:0:1:0:0) (mount-id:test-bucket-30d13d6a)"
127.0.0.1 - - [07/Apr/2026:14:53:14 +0000] "GET /storage/v1/b/test-bucket/o/StreamingWritesFailureTestbajly%2F?alt=json&prettyPrint=false&projection=full HTTP/1.1" 404 191 "-" "gcsfuse/0.0.0 (Go version go1.26.1) (GPN:gcsfuse) (Cfg:0:0:0:1:0:0) (mount-id:test-bucket-30d13d6a)"
127.0.0.1 - - [07/Apr/2026:14:53:14 +0000] "POST /upload/storage/v1/b/test-bucket/o?alt=json&ifGenerationMatch=0&name=StreamingWritesFailureTestbajly%2F&prettyPrint=false&projection=full&uploadType=multipart HTTP/1.1" 200 2208 "-" "gcsfuse/0.0.0 (Go version go1.26.1) (GPN:gcsfuse) (Cfg:0:0:0:1:0:0) (mount-id:test-bucket-30d13d6a)"
127.0.0.1 - - [07/Apr/2026:14:53:14 +0000] "GET /storage/v1/b/test-bucket/o?alt=json&delimiter=%2F&endOffset=&fields=nextPageToken%2Cprefixes%2Citems%28metageneration%2Cupdated%2Cmetadata%2CcontentEncoding%2Ccrc32c%2Cname%2Csize%2Cgeneration%29&includeFoldersAsPrefixes=false&includeTrailingDelimiter=true&matchGlob=&maxResults=5000&pageToken=&prefix=StreamingWritesFailureTestbajly%2F&prettyPrint=false&projection=noAcl&startOffset=&versions=false HTTP/1.1" 200 321 "-" "gcsfuse/0.0.0 (Go version go1.26.1) (GPN:gcsfuse) (Cfg:0:0:0:1:0:0) (mount-id:test-bucket-30d13d6a)"
127.0.0.1 - - [07/Apr/2026:14:53:14 +0000] "GET /storage/v1/b/test-bucket/o/StreamingWritesFailureTestbajly%2Ffoo1?alt=json&prettyPrint=false&projection=full HTTP/1.1" 404 195 "-" "gcsfuse/0.0.0 (Go version go1.26.1) (GPN:gcsfuse) (Cfg:0:0:0:1:0:0) (mount-id:test-bucket-30d13d6a)"
127.0.0.1 - - [07/Apr/2026:14:53:14 +0000] "GET /storage/v1/b/test-bucket/o/StreamingWritesFailureTestbajly%2Ffoo1%2F?alt=json&prettyPrint=false&projection=full HTTP/1.1" 404 196 "-" "gcsfuse/0.0.0 (Go version go1.26.1) (GPN:gcsfuse) (Cfg:0:0:0:1:0:0) (mount-id:test-bucket-30d13d6a)"
127.0.0.1 - - [07/Apr/2026:14:53:14 +0000] "GET /storage/v1/b/test-bucket/o/StreamingWritesFailureTestbajly%2Ffoo1?alt=json&prettyPrint=false&projection=full HTTP/1.1" 404 195 "-" "google-api-go-client/0.5"
127.0.0.1 - - [07/Apr/2026:14:53:14 +0000] "POST /upload/storage/v1/b/test-bucket/o?alt=json&ifGenerationMatch=0&name=StreamingWritesFailureTestbajly%2Ffoo1&prettyPrint=false&projection=full&uploadType=resumable HTTP/1.1" 200 0 "-" "gcsfuse/0.0.0 (Go version go1.26.1) (GPN:gcsfuse) (Cfg:0:0:0:1:0:0) (mount-id:test-bucket-30d13d6a)"
127.0.0.1 - - [07/Apr/2026:14:53:14 +0000] "POST /upload/storage/v1/b/test-bucket/o?uploadType=resumable&upload_id=e55d1f863b08a5cef3c5576fd6cabdc6c54a8c672077b026e5b730deef9b3e15 HTTP/1.1" 200 0 "-" "gcsfuse/0.0.0 (Go version go1.26.1) (GPN:gcsfuse) (Cfg:0:0:0:1:0:0) (mount-id:test-bucket-30d13d6a)"
127.0.0.1 - - [07/Apr/2026:14:53:14 +0000] "POST /retry_test HTTP/1.1" 200 143 "-" "Go-http-client/1.1"
127.0.0.1 - - [07/Apr/2026:14:53:14 +0000] "POST /upload/storage/v1/b/test-bucket/o?uploadType=resumable&upload_id=e55d1f863b08a5cef3c5576fd6cabdc6c54a8c672077b026e5b730deef9b3e15 HTTP/1.1" 412 84 "-" "gcsfuse/0.0.0 (Go version go1.26.1) (GPN:gcsfuse) (Cfg:0:0:0:1:0:0) (mount-id:test-bucket-30d13d6a)"
127.0.0.1 - - [07/Apr/2026:14:53:14 +0000] "GET /storage/v1/b/test-bucket/o/StreamingWritesFailureTestbajly%2Ffoo1?alt=json&prettyPrint=false&projection=full HTTP/1.1" 404 195 "-" "google-api-go-client/0.5"
127.0.0.1 - - [07/Apr/2026:14:53:14 +0000] "POST /upload/storage/v1/b/test-bucket/o?alt=json&ifGenerationMatch=0&name=StreamingWritesFailureTestbajly%2Ffoo1&prettyPrint=false&projection=full&uploadType=resumable HTTP/1.1" 200 0 "-" "gcsfuse/0.0.0 (Go version go1.26.1) (GPN:gcsfuse) (Cfg:0:0:0:1:0:0) (mount-id:test-bucket-30d13d6a)"
127.0.0.1 - - [07/Apr/2026:14:53:14 +0000] "POST /upload/storage/v1/b/test-bucket/o?uploadType=resumable&upload_id=8ab1212d41cd2498881df6a880858f5a421b0c813f98c6a3c8545e83cdec05e4 HTTP/1.1" 200 0 "-" "gcsfuse/0.0.0 (Go version go1.26.1) (GPN:gcsfuse) (Cfg:0:0:0:1:0:0) (mount-id:test-bucket-30d13d6a)"
127.0.0.1 - - [07/Apr/2026:14:53:14 +0000] "POST /upload/storage/v1/b/test-bucket/o?uploadType=resumable&upload_id=8ab1212d41cd2498881df6a880858f5a421b0c813f98c6a3c8545e83cdec05e4 HTTP/1.1" 200 0 "-" "gcsfuse/0.0.0 (Go version go1.26.1) (GPN:gcsfuse) (Cfg:0:0:0:1:0:0) (mount-id:test-bucket-30d13d6a)"
127.0.0.1 - - [07/Apr/2026:14:53:14 +0000] "POST /upload/storage/v1/b/test-bucket/o?uploadType=resumable&upload_id=8ab1212d41cd2498881df6a880858f5a421b0c813f98c6a3c8545e83cdec05e4 HTTP/1.1" 200 0 "-" "gcsfuse/0.0.0 (Go version go1.26.1) (GPN:gcsfuse) (Cfg:0:0:0:1:0:0) (mount-id:test-bucket-30d13d6a)"
127.0.0.1 - - [07/Apr/2026:14:53:14 +0000] "POST /upload/storage/v1/b/test-bucket/o?uploadType=resumable&upload_id=8ab1212d41cd2498881df6a880858f5a421b0c813f98c6a3c8545e83cdec05e4 HTTP/1.1" 200 0 "-" "gcsfuse/0.0.0 (Go version go1.26.1) (GPN:gcsfuse) (Cfg:0:0:0:1:0:0) (mount-id:test-bucket-30d13d6a)"
127.0.0.1 - - [07/Apr/2026:14:53:14 +0000] "POST /upload/storage/v1/b/test-bucket/o?uploadType=resumable&upload_id=8ab1212d41cd2498881df6a880858f5a421b0c813f98c6a3c8545e83cdec05e4 HTTP/1.1" 200 0 "-" "gcsfuse/0.0.0 (Go version go1.26.1) (GPN:gcsfuse) (Cfg:0:0:0:1:0:0) (mount-id:test-bucket-30d13d6a)"
127.0.0.1 - - [07/Apr/2026:14:53:14 +0000] "POST /upload/storage/v1/b/test-bucket/o?uploadType=resumable&upload_id=8ab1212d41cd2498881df6a880858f5a421b0c813f98c6a3c8545e83cdec05e4 HTTP/1.1" 200 2388 "-" "gcsfuse/0.0.0 (Go version go1.26.1) (GPN:gcsfuse) (Cfg:0:0:0:1:0:0) (mount-id:test-bucket-30d13d6a)"
127.0.0.1 - - [07/Apr/2026:14:53:14 +0000] "GET /test-bucket/StreamingWritesFailureTestbajly%2Ffoo1 HTTP/1.1" 200 5242880 "-" "Go-http-client/1.1"
127.0.0.1 - - [07/Apr/2026:14:53:17 +0000] "GET /storage/v1/b/test-bucket/o/StreamingWritesFailureTest02z79?alt=json&prettyPrint=false&projection=full HTTP/1.1" 404 190 "-" "gcsfuse/0.0.0 (Go version go1.26.1) (GPN:gcsfuse) (Cfg:0:0:0:1:0:0) (mount-id:test-bucket-5fca5852)"
127.0.0.1 - - [07/Apr/2026:14:53:17 +0000] "GET /storage/v1/b/test-bucket/o/StreamingWritesFailureTest02z79%2F?alt=json&prettyPrint=false&projection=full HTTP/1.1" 404 191 "-" "gcsfuse/0.0.0 (Go version go1.26.1) (GPN:gcsfuse) (Cfg:0:0:0:1:0:0) (mount-id:test-bucket-5fca5852)"
127.0.0.1 - - [07/Apr/2026:14:53:17 +0000] "POST /upload/storage/v1/b/test-bucket/o?alt=json&ifGenerationMatch=0&name=StreamingWritesFailureTest02z79%2F&prettyPrint=false&projection=full&uploadType=multipart HTTP/1.1" 200 2208 "-" "gcsfuse/0.0.0 (Go version go1.26.1) (GPN:gcsfuse) (Cfg:0:0:0:1:0:0) (mount-id:test-bucket-5fca5852)"
127.0.0.1 - - [07/Apr/2026:14:53:17 +0000] "GET /storage/v1/b/test-bucket/o?alt=json&delimiter=%2F&endOffset=&fields=nextPageToken%2Cprefixes%2Citems%28metageneration%2Cupdated%2Cmetadata%2CcontentEncoding%2Ccrc32c%2Cname%2Csize%2Cgeneration%29&includeFoldersAsPrefixes=false&includeTrailingDelimiter=true&matchGlob=&maxResults=5000&pageToken=&prefix=StreamingWritesFailureTest02z79%2F&prettyPrint=false&projection=noAcl&startOffset=&versions=false HTTP/1.1" 200 321 "-" "gcsfuse/0.0.0 (Go version go1.26.1) (GPN:gcsfuse) (Cfg:0:0:0:1:0:0) (mount-id:test-bucket-5fca5852)"
127.0.0.1 - - [07/Apr/2026:14:53:17 +0000] "GET /storage/v1/b/test-bucket/o/StreamingWritesFailureTest02z79%2Ffoo1%2F?alt=json&prettyPrint=false&projection=full HTTP/1.1" 404 196 "-" "gcsfuse/0.0.0 (Go version go1.26.1) (GPN:gcsfuse) (Cfg:0:0:0:1:0:0) (mount-id:test-bucket-5fca5852)"
127.0.0.1 - - [07/Apr/2026:14:53:17 +0000] "GET /storage/v1/b/test-bucket/o/StreamingWritesFailureTest02z79%2Ffoo1?alt=json&prettyPrint=false&projection=full HTTP/1.1" 404 195 "-" "gcsfuse/0.0.0 (Go version go1.26.1) (GPN:gcsfuse) (Cfg:0:0:0:1:0:0) (mount-id:test-bucket-5fca5852)"
127.0.0.1 - - [07/Apr/2026:14:53:17 +0000] "GET /storage/v1/b/test-bucket/o/StreamingWritesFailureTest02z79%2Ffoo1?alt=json&prettyPrint=false&projection=full HTTP/1.1" 404 195 "-" "google-api-go-client/0.5"
127.0.0.1 - - [07/Apr/2026:14:53:17 +0000] "POST /upload/storage/v1/b/test-bucket/o?alt=json&ifGenerationMatch=0&name=StreamingWritesFailureTest02z79%2Ffoo1&prettyPrint=false&projection=full&uploadType=resumable HTTP/1.1" 200 0 "-" "gcsfuse/0.0.0 (Go version go1.26.1) (GPN:gcsfuse) (Cfg:0:0:0:1:0:0) (mount-id:test-bucket-5fca5852)"
127.0.0.1 - - [07/Apr/2026:14:53:17 +0000] "POST /upload/storage/v1/b/test-bucket/o?uploadType=resumable&upload_id=decc2145c0cf83bb030a91d5822a8d2ef4bd6da515923f91f8876675bac92551 HTTP/1.1" 200 0 "-" "gcsfuse/0.0.0 (Go version go1.26.1) (GPN:gcsfuse) (Cfg:0:0:0:1:0:0) (mount-id:test-bucket-5fca5852)"
127.0.0.1 - - [07/Apr/2026:14:53:17 +0000] "POST /retry_test HTTP/1.1" 200 143 "-" "Go-http-client/1.1"
127.0.0.1 - - [07/Apr/2026:14:53:17 +0000] "POST /upload/storage/v1/b/test-bucket/o?uploadType=resumable&upload_id=decc2145c0cf83bb030a91d5822a8d2ef4bd6da515923f91f8876675bac92551 HTTP/1.1" 412 84 "-" "gcsfuse/0.0.0 (Go version go1.26.1) (GPN:gcsfuse) (Cfg:0:0:0:1:0:0) (mount-id:test-bucket-5fca5852)"
127.0.0.1 - - [07/Apr/2026:14:53:17 +0000] "GET /storage/v1/b/test-bucket/o/StreamingWritesFailureTest02z79%2Ffoo1?alt=json&prettyPrint=false&projection=full HTTP/1.1" 404 195 "-" "google-api-go-client/0.5"
127.0.0.1 - - [07/Apr/2026:14:53:17 +0000] "POST /upload/storage/v1/b/test-bucket/o?alt=json&ifGenerationMatch=0&name=StreamingWritesFailureTest02z79%2Ffoo1&prettyPrint=false&projection=full&uploadType=resumable HTTP/1.1" 200 0 "-" "gcsfuse/0.0.0 (Go version go1.26.1) (GPN:gcsfuse) (Cfg:0:0:0:1:0:0) (mount-id:test-bucket-5fca5852)"
127.0.0.1 - - [07/Apr/2026:14:53:17 +0000] "POST /upload/storage/v1/b/test-bucket/o?uploadType=resumable&upload_id=88c5bb4f8b8ee31933f91799aee26fc7325de80e9257048923a86101d8548669 HTTP/1.1" 200 0 "-" "gcsfuse/0.0.0 (Go version go1.26.1) (GPN:gcsfuse) (Cfg:0:0:0:1:0:0) (mount-id:test-bucket-5fca5852)"
127.0.0.1 - - [07/Apr/2026:14:53:17 +0000] "POST /upload/storage/v1/b/test-bucket/o?uploadType=resumable&upload_id=88c5bb4f8b8ee31933f91799aee26fc7325de80e9257048923a86101d8548669 HTTP/1.1" 200 0 "-" "gcsfuse/0.0.0 (Go version go1.26.1) (GPN:gcsfuse) (Cfg:0:0:0:1:0:0) (mount-id:test-bucket-5fca5852)"
127.0.0.1 - - [07/Apr/2026:14:53:17 +0000] "POST /upload/storage/v1/b/test-bucket/o?uploadType=resumable&upload_id=88c5bb4f8b8ee31933f91799aee26fc7325de80e9257048923a86101d8548669 HTTP/1.1" 200 0 "-" "gcsfuse/0.0.0 (Go version go1.26.1) (GPN:gcsfuse) (Cfg:0:0:0:1:0:0) (mount-id:test-bucket-5fca5852)"
127.0.0.1 - - [07/Apr/2026:14:53:17 +0000] "POST /upload/storage/v1/b/test-bucket/o?uploadType=resumable&upload_id=88c5bb4f8b8ee31933f91799aee26fc7325de80e9257048923a86101d8548669 HTTP/1.1" 200 0 "-" "gcsfuse/0.0.0 (Go version go1.26.1) (GPN:gcsfuse) (Cfg:0:0:0:1:0:0) (mount-id:test-bucket-5fca5852)"
127.0.0.1 - - [07/Apr/2026:14:53:17 +0000] "POST /upload/storage/v1/b/test-bucket/o?uploadType=resumable&upload_id=88c5bb4f8b8ee31933f91799aee26fc7325de80e9257048923a86101d8548669 HTTP/1.1" 200 0 "-" "gcsfuse/0.0.0 (Go version go1.26.1) (GPN:gcsfuse) (Cfg:0:0:0:1:0:0) (mount-id:test-bucket-5fca5852)"
127.0.0.1 - - [07/Apr/2026:14:53:17 +0000] "POST /upload/storage/v1/b/test-bucket/o?uploadType=resumable&upload_id=88c5bb4f8b8ee31933f91799aee26fc7325de80e9257048923a86101d8548669 HTTP/1.1" 200 0 "-" "gcsfuse/0.0.0 (Go version go1.26.1) (GPN:gcsfuse) (Cfg:0:0:0:1:0:0) (mount-id:test-bucket-5fca5852)"
127.0.0.1 - - [07/Apr/2026:14:53:17 +0000] "POST /upload/storage/v1/b/test-bucket/o?uploadType=resumable&upload_id=88c5bb4f8b8ee31933f91799aee26fc7325de80e9257048923a86101d8548669 HTTP/1.1" 200 2388 "-" "gcsfuse/0.0.0 (Go version go1.26.1) (GPN:gcsfuse) (Cfg:0:0:0:1:0:0) (mount-id:test-bucket-5fca5852)"
127.0.0.1 - - [07/Apr/2026:14:53:17 +0000] "GET /test-bucket/StreamingWritesFailureTest02z79%2Ffoo1 HTTP/1.1" 200 6291456 "-" "Go-http-client/1.1"
127.0.0.1 - - [07/Apr/2026:14:53:20 +0000] "GET /storage/v1/b/test-bucket/o/StreamingWritesFailureTestv54au?alt=json&prettyPrint=false&projection=full HTTP/1.1" 404 190 "-" "gcsfuse/0.0.0 (Go version go1.26.1) (GPN:gcsfuse) (Cfg:0:0:0:1:0:0) (mount-id:test-bucket-224b6ad6)"
127.0.0.1 - - [07/Apr/2026:14:53:20 +0000] "GET /storage/v1/b/test-bucket/o/StreamingWritesFailureTestv54au%2F?alt=json&prettyPrint=false&projection=full HTTP/1.1" 404 191 "-" "gcsfuse/0.0.0 (Go version go1.26.1) (GPN:gcsfuse) (Cfg:0:0:0:1:0:0) (mount-id:test-bucket-224b6ad6)"
127.0.0.1 - - [07/Apr/2026:14:53:20 +0000] "POST /upload/storage/v1/b/test-bucket/o?alt=json&ifGenerationMatch=0&name=StreamingWritesFailureTestv54au%2F&prettyPrint=false&projection=full&uploadType=multipart HTTP/1.1" 200 2208 "-" "gcsfuse/0.0.0 (Go version go1.26.1) (GPN:gcsfuse) (Cfg:0:0:0:1:0:0) (mount-id:test-bucket-224b6ad6)"
